review_id,k,scale,n_specs,verdict,prosecution_theta,prosecution_p,prosecution_sig,prosecution_spec,defence_theta,defence_p,defence_sig,defence_spec,adversarial_gap,gap_class,robustness_score
CD009531,8,ratio,567,UNANIMOUS_NULL,-0.0293,0.871458,False,FE/Wald/PET-PEESE,0.2724,0.068166,False,FE/Wald/none,0.3017,Wide,66.67
CD009535,9,ratio,630,SPLIT,-0.2254,0.0,True,FE/Wald/none,-0.1323,0.106895,False,FE/HKSJ/none,0.0932,Narrow,46.03
CD009609,8,ratio,567,SPLIT,-0.604,0.000813,True,FE/Wald/PET-PEESE,-0.5561,0.051747,False,FE/HKSJ/none,0.0479,Narrow,55.38
CD009679,24,ratio,1575,SPLIT,-0.568,0.000446,True,FE/Wald/trim-and-fill,-0.404,0.086292,False,FE/HKSJ/none,0.164,Moderate,89.27
CD009730,10,ratio,693,UNANIMOUS_NULL,0.0027,0.994751,False,REML/Wald/none,1.7182,0.047821,False,FE/Wald/PET-PEESE,1.7155,Extreme,45.45
CD009749,25,ratio,1638,UNANIMOUS_NULL,0.0089,0.933483,False,FE/Wald/none,0.2978,0.141054,False,FE/Wald/PET-PEESE,0.289,Moderate,100.0
CD009788,5,ratio,378,SPLIT,-0.3067,0.020921,True,FE/Wald/PET-PEESE,-0.3655,0.057609,False,FE/HKSJ/none,0.0589,Narrow,20.9
CD009945,3,ratio,252,SPLIT,0.7794,0.026336,True,FE/Wald/none,0.7794,0.156461,False,FE/HKSJ/none,0.0,Narrow,22.22
CD010001,25,ratio,1638,SPLIT,0.3716,0.0,True,FE/Wald/none,0.1739,0.314215,False,FE/Wald/PET-PEESE,0.1976,Moderate,66.67
CD010145,9,ratio,630,SPLIT,7.9697,1.6e-05,True,FE/Wald/PET-PEESE,0.5541,0.147226,False,FE/Wald/PET-PEESE,7.4156,Extreme,73.33
CD010189,6,ratio,441,UNANIMOUS_NULL,-0.0007,0.995605,False,HS/Wald/trim-and-fill,0.156,0.129391,False,PM/Wald/none,0.1567,Moderate,62.59
CD010216,7,ratio,504,UNANIMOUS_NULL,0.0141,0.976165,False,FE/Wald/PET-PEESE,-0.2822,0.298907,False,FE/Wald/PET-PEESE,0.2962,Moderate,87.5
CD010290,7,ratio,504,SPLIT,0.6452,0.018343,True,FE/Wald/trim-and-fill,0.6452,0.050444,False,FE/HKSJ/trim-and-fill,0.0,Narrow,93.06
CD010441,3,ratio,252,UNANIMOUS_NULL,0.0159,0.912518,False,FE/Wald/PET-PEESE,-0.0656,0.161813,False,FE/Wald/none,0.0815,Narrow,91.67
CD010533,3,ratio,252,SPLIT,-1.5761,0.014073,True,FE/Wald/none,-1.5761,0.133455,False,FE/HKSJ/none,0.0,Narrow,22.22
CD010583,3,ratio,252,SPLIT,-1.1487,0.012696,True,FE/Wald/none,-1.1487,0.242925,False,FE/HKSJ/none,0.0,Narrow,72.62
CD010779,5,difference,378,UNANIMOUS_NULL,-0.034,0.98249,False,FE/Wald/PET-PEESE,2.3888,0.22615,False,FE/Wald/PET-PEESE,2.4228,Extreme,77.78
CD010856,12,difference,819,SPLIT,1.0288,0.0,True,FE/Wald/none,0.2643,0.346737,False,FE/HKSJ/trim-and-fill,0.7645,Wide,68.99
CD010966,67,ratio,4284,UNANIMOUS_SIGNIFICANT,-0.2868,6e-05,True,FE/Wald/PET-PEESE,-0.1911,0.016659,True,FE/Wald/none,0.0957,Narrow,100.0
CD011039,5,ratio,378,SPLIT,-0.377,0.013322,True,FE/Wald/none,-0.377,0.289569,False,FE/HKSJ/none,0.0,Narrow,67.99
CD011044,26,ratio,1701,UNANIMOUS_SIGNIFICANT,0.6626,0.0,True,FE/Wald/trim-and-fill,0.5369,7.6e-05,True,FE/Wald/PET-PEESE,0.1257,Moderate,100.0
CD011120,9,ratio,630,SPLIT,0.2814,0.030061,True,FE/Wald/trim-and-fill,0.2814,0.055237,False,FE/HKSJ/trim-and-fill,0.0,Narrow,92.38
CD011197,6,ratio,441,UNANIMOUS_NULL,-0.0907,0.88402,False,FE/Wald/none,0.9755,0.10603,False,FE/Wald/PET-PEESE,1.0662,Extreme,90.48
CD011204,13,ratio,882,SPLIT,0.5354,0.0,True,FE/Wald/trim-and-fill,0.1629,0.166035,False,FE/HKSJ/trim-and-fill,0.3725,Wide,65.08
CD011305,3,ratio,252,UNANIMOUS_NULL,0.0019,0.997812,False,HS/Wald/none,0.5942,0.450538,False,FE/Wald/none,0.5923,Extreme,41.67
CD011330,4,ratio,315,SPLIT,6.9378,0.00465,True,FE/Wald/PET-PEESE,1.8005,0.174813,False,FE/HKSJ/none,5.1373,Extreme,62.22
CD011381,46,ratio,2961,SPLIT,0.1897,0.000125,True,FE/Wald/none,0.1572,0.069359,False,FE/HKSJ/trim-and-fill,0.0325,Narrow,15.47
CD011535,38,ratio,2457,UNANIMOUS_SIGNIFICANT,3.1358,0.0,True,FE/Wald/trim-and-fill,2.9042,0.0,True,FE/Wald/PET-PEESE,0.2316,Moderate,100.0
CD011575,4,ratio,315,SPLIT,0.4599,1e-06,True,FE/Wald/trim-and-fill,0.4599,0.135472,False,FE/HKSJ/trim-and-fill,0.0,Narrow,74.92
CD011600,5,ratio,378,SPLIT,0.5699,0.01431,True,FE/Wald/PET-PEESE,0.7014,0.05006,False,FE/Wald/PET-PEESE,0.1314,Moderate,70.37
CD011626,11,ratio,756,SPLIT,0.8615,0.003509,True,FE/Wald/none,-0.9873,0.051509,False,FE/Wald/PET-PEESE,1.8487,Extreme,62.17
CD011627,8,ratio,567,SPLIT,-0.5753,0.00181,True,FE/Wald/trim-and-fill,-0.5753,0.183101,False,FE/HKSJ/trim-and-fill,0.0,Narrow,86.77
CD011670,7,ratio,504,SPLIT,-1.1287,0.00341,True,FE/Wald/PET-PEESE,-0.5904,0.20247,False,FE/HKSJ/trim-and-fill,0.5384,Extreme,71.63
CD011671,17,ratio,1134,SPLIT,-0.2669,0.0,True,FE/Wald/none,-0.2215,0.053145,False,HE/HKSJ/trim-and-fill,0.0454,Narrow,64.55
CD011689,31,ratio,2016,UNANIMOUS_SIGNIFICANT,1.117,0.0,True,FE/Wald/none,0.9813,0.0,True,DL/Wald/trim-and-fill,0.1357,Moderate,100.0
CD011762,29,ratio,1890,UNANIMOUS_NULL,0.0001,0.99965,False,FE/Wald/none,-0.3242,0.087736,False,FE/Wald/PET-PEESE,0.3242,Wide,97.14
CD011778,38,difference,2457,SPLIT,0.2889,0.0,True,FE/Wald/none,0.0887,0.210074,False,FE/HKSJ/trim-and-fill,0.2002,Moderate,64.35
CD011793,13,ratio,882,UNANIMOUS_NULL,-0.0133,0.96077,False,FE/Wald/trim-and-fill,0.9026,0.050231,False,FE/Wald/PET-PEESE,0.9159,Extreme,61.9
CD011841,4,ratio,315,UNANIMOUS_NULL,0.0013,0.998085,False,HE/Wald/none,0.7337,0.181902,False,FE/Wald/PET-PEESE,0.7324,Extreme,71.43
CD011851,4,ratio,315,UNANIMOUS_NULL,0.0846,0.849256,False,FE/Wald/PET-PEESE,0.2016,0.500382,False,FE/Wald/PET-PEESE,0.117,Moderate,73.33
CD011858,3,ratio,252,UNANIMOUS_NULL,0.3996,0.883621,False,FE/Wald/PET-PEESE,0.6867,0.265156,False,FE/Wald/none,0.2871,Moderate,100.0
CD011866,28,ratio,1827,UNANIMOUS_SIGNIFICANT,-0.222,0.0,True,FE/Wald/trim-and-fill,-0.1825,0.003056,True,REML/Wald/none,0.0395,Narrow,100.0
CD011885,7,ratio,504,SPLIT,0.3954,0.002283,True,FE/Wald/trim-and-fill,0.3954,0.052025,False,FE/HKSJ/trim-and-fill,0.0,Narrow,79.56
CD012067,38,ratio,2457,SPLIT,0.5374,0.0,True,FE/Wald/none,0.3615,0.053537,False,FE/HKSJ/none,0.1759,Moderate,63.25
CD012079,52,ratio,3339,SPLIT,0.5462,0.006886,True,REML/Wald/none,-0.6108,0.000291,False,FE/Wald/PET-PEESE,1.157,Extreme,20.01
CD012170,8,difference,567,SPLIT,-5.2712,0.0,True,FE/Wald/trim-and-fill,-3.9238,0.05022,False,HE/HKSJ/trim-and-fill,1.3474,Extreme,34.22
CD012178,5,ratio,378,UNANIMOUS_NULL,0.2463,0.847751,False,FE/Wald/PET-PEESE,0.4624,0.196336,False,FE/Wald/PET-PEESE,0.216,Moderate,61.11
CD012186,105,ratio,6678,SPLIT,0.2888,0.0,True,FE/Wald/none,0.1811,0.05138,False,FE/Wald/PET-PEESE,0.1077,Moderate,69.18
CD012214,4,ratio,315,SPLIT,1.2789,0.000876,True,FE/Wald/none,1.2789,0.079667,False,FE/HKSJ/none,0.0,Narrow,35.56
CD012268,21,difference,1386,SPLIT,-0.4665,0.0,True,FE/Wald/trim-and-fill,-0.3636,0.066314,False,DL/Wald/trim-and-fill,0.1029,Narrow,26.41
CD012397,3,ratio,252,SPLIT,0.3601,0.037329,True,FE/Wald/none,-3.6864,0.071409,False,FE/Wald/PET-PEESE,4.0465,Extreme,52.38
CD012426,4,ratio,315,UNANIMOUS_NULL,-0.0023,0.986087,False,FE/Wald/trim-and-fill,-0.6856,0.154969,False,FE/Wald/PET-PEESE,0.6833,Extreme,80.0
CD012429,4,ratio,315,UNANIMOUS_NULL,-0.0171,0.972496,False,FE/Wald/none,-1.7384,0.259873,False,FE/Wald/PET-PEESE,1.7213,Extreme,86.67
CD012445,5,difference,378,UNANIMOUS_NULL,0.0095,0.975027,False,DL/Wald/none,-0.218,0.180163,False,FE/Wald/none,0.2275,Moderate,78.57
CD012503,17,ratio,1134,SPLIT,-0.1745,0.014528,True,FE/Wald/none,-0.145,0.050513,False,HS/HKSJ/trim-and-fill,0.0295,Narrow,31.22
CD012570,10,ratio,693,UNANIMOUS_NULL,0.0002,0.995455,False,FE/Wald/trim-and-fill,0.1006,0.145667,False,FE/Wald/PET-PEESE,0.1004,Moderate,45.45
CD012572,4,ratio,315,SPLIT,2.0157,0.020717,True,FE/Wald/PET-PEESE,2.4015,0.110444,False,FE/Wald/PET-PEESE,0.3857,Wide,86.67
CD012586,42,ratio,2709,SPLIT,-0.1168,5e-06,True,FE/Wald/PET-PEESE,-0.0635,0.05222,False,FE/HKSJ/none,0.0534,Narrow,64.82
CD012623,9,ratio,630,SPLIT,0.0703,0.003834,True,FE/Wald/trim-and-fill,0.0598,0.068686,False,FE/HKSJ/trim-and-fill,0.0106,Narrow,86.83
CD012635,6,ratio,441,UNANIMOUS_NULL,-0.0025,0.991298,False,PM/Wald/none,-0.14,0.404798,False,FE/Wald/PET-PEESE,0.1374,Moderate,73.47
CD012642,4,ratio,315,UNANIMOUS_NULL,-0.0096,0.968007,False,FE/Wald/PET-PEESE,1.0695,0.070519,False,FE/Wald/none,1.0792,Extreme,73.33
CD012693,8,ratio,567,SPLIT,-1.0142,2.7e-05,True,FE/Wald/none,-1.283,0.050018,False,FE/Wald/PET-PEESE,0.2687,Moderate,54.32
CD012712,20,ratio,1323,UNANIMOUS_SIGNIFICANT,-0.6712,0.0,True,FE/Wald/PET-PEESE,-0.6862,0.0,True,FE/Wald/PET-PEESE,0.0151,Narrow,100.0
CD012718,5,ratio,378,SPLIT,0.5769,0.0,True,FE/Wald/none,0.456,0.05693,False,FE/HKSJ/none,0.1209,Moderate,64.55
CD012757,3,ratio,252,SPLIT,-0.1483,0.001013,True,FE/Wald/none,-0.0239,0.177469,False,FE/Wald/PET-PEESE,0.1244,Moderate,30.56
CD012850,5,ratio,378,UNANIMOUS_NULL,0.0154,0.975068,False,FE/Wald/PET-PEESE,0.3332,0.130138,False,FE/Wald/PET-PEESE,0.3178,Wide,66.67
CD012891,13,ratio,882,SPLIT,-0.6493,0.0,True,FE/Wald/none,-0.2369,0.116153,False,FE/HKSJ/trim-and-fill,0.4124,Wide,62.81
CD012905,12,ratio,819,SPLIT,-0.5675,3.8e-05,True,FE/Wald/PET-PEESE,-0.4427,0.071429,False,FE/Wald/PET-PEESE,0.1248,Moderate,50.18
CD012925,6,ratio,441,SPLIT,-0.1537,0.009973,True,FE/Wald/none,0.2978,0.06578,False,FE/Wald/PET-PEESE,0.4515,Wide,44.22
CD012942,36,ratio,2331,UNANIMOUS_NULL,-0.0016,0.991686,False,FE/Wald/PET-PEESE,-0.0485,0.138361,False,FE/Wald/trim-and-fill,0.0469,Narrow,61.0
CD012967,3,ratio,252,UNANIMOUS_NULL,0.1644,0.786325,False,FE/Wald/none,-1.0579,0.114203,False,FE/Wald/PET-PEESE,1.2223,Extreme,91.67
CD012993,13,ratio,882,UNANIMOUS_NULL,-0.0004,0.998124,False,DL/Wald/trim-and-fill,-0.5591,0.023039,False,FE/Wald/PET-PEESE,0.5587,Extreme,42.86
CD013042,13,ratio,882,SPLIT,0.135,0.043878,True,HS/Wald/none,-0.097,0.070643,False,FE/Wald/PET-PEESE,0.232,Moderate,64.63
CD013051,7,ratio,504,SPLIT,0.6926,0.0,True,FE/Wald/none,0.0717,0.426402,False,FE/HKSJ/none,0.6209,Extreme,53.17
CD013052,5,ratio,378,UNANIMOUS_NULL,0.0127,0.825481,False,FE/Wald/none,0.0467,0.290959,False,FE/Wald/PET-PEESE,0.0339,Narrow,100.0
CD013053,4,ratio,315,SPLIT,0.4217,1e-06,True,FE/Wald/none,0.4019,0.051004,False,FE/HKSJ/none,0.0199,Narrow,53.33
CD013054,8,ratio,567,SPLIT,-0.2104,0.0,True,FE/Wald/none,0.0301,0.309332,False,FE/Wald/PET-PEESE,0.2405,Moderate,66.67
CD013055,3,ratio,252,SPLIT,0.6838,2e-06,True,FE/Wald/none,0.6802,0.15398,False,FE/HKSJ/none,0.0036,Narrow,41.67
CD013056,4,ratio,315,SPLIT,-0.2813,0.000186,True,FE/Wald/none,0.2157,0.105302,False,FE/Wald/PET-PEESE,0.497,Wide,12.7
CD013059,5,ratio,378,SPLIT,1.5103,0.008012,True,FE/Wald/none,1.5103,0.076891,False,FE/HKSJ/none,0.0,Narrow,10.58
CD013071,16,ratio,1071,UNANIMOUS_NULL,-0.0872,0.709914,False,FE/Wald/PET-PEESE,-0.3955,0.05475,False,FE/Wald/none,0.3084,Wide,100.0
CD013105,5,ratio,378,SPLIT,-1.142,0.006185,True,FE/Wald/none,0.4775,0.076568,False,FE/Wald/PET-PEESE,1.6195,Extreme,68.52
CD013197,64,ratio,4095,SPLIT,-0.4488,1e-06,True,FE/Wald/trim-and-fill,0.453,0.0,False,FE/Wald/trim-and-fill,0.9018,Extreme,60.61
CD013232,121,ratio,7686,UNANIMOUS_NULL,0.0216,0.769543,False,FE/Wald/none,-0.2074,0.171364,False,FE/Wald/PET-PEESE,0.229,Moderate,59.02
CD013255,9,ratio,630,SPLIT,0.7994,0.0,True,FE/Wald/none,0.3609,0.061223,False,FE/HKSJ/trim-and-fill,0.4384,Wide,66.35
CD013278,12,ratio,819,SPLIT,0.3667,0.005639,True,FE/Wald/PET-PEESE,0.2553,0.064525,False,FE/HKSJ/trim-and-fill,0.1114,Moderate,76.19
CD013284,4,ratio,315,UNANIMOUS_NULL,-0.0007,0.999005,False,HS/Wald/none,-1.8503,0.259701,False,FE/Wald/PET-PEESE,1.8496,Extreme,66.67
CD013295,66,ratio,4221,SPLIT,-0.3215,0.0,True,FE/Wald/none,-0.1792,0.220258,False,FE/Wald/PET-PEESE,0.1423,Moderate,66.67
CD013332,10,ratio,693,SPLIT,-0.6324,0.0,True,FE/Wald/trim-and-fill,-0.1723,0.052225,False,FE/Wald/trim-and-fill,0.4601,Wide,60.61
CD013342,8,ratio,567,SPLIT,0.3425,0.004643,True,FE/Wald/none,0.3425,0.076401,False,FE/HKSJ/none,0.0,Narrow,13.4
CD013344,6,ratio,441,UNANIMOUS_NULL,-0.2887,0.901827,False,FE/Wald/PET-PEESE,-0.1631,0.13814,False,FE/Wald/PET-PEESE,0.1256,Moderate,66.67
CD013353,6,difference,441,SPLIT,-3.5941,0.0,True,FE/Wald/trim-and-fill,-2.1137,0.054226,False,HE/HKSJ/none,1.4804,Extreme,68.71
CD013355,4,ratio,315,UNANIMOUS_NULL,0.006,0.992278,False,HE/Wald/trim-and-fill,0.5731,0.057471,False,FE/Wald/PET-PEESE,0.5672,Extreme,40.95
CD013358,6,ratio,441,SPLIT,0.3963,0.011877,True,FE/Wald/none,-0.4947,0.003708,False,FE/Wald/PET-PEESE,0.891,Extreme,59.41
CD013366,7,ratio,504,UNANIMOUS_NULL,-0.1616,0.969155,False,FE/Wald/PET-PEESE,-0.2225,0.34533,False,FE/Wald/none,0.0609,Narrow,100.0
CD013396,16,ratio,1071,UNANIMOUS_NULL,-0.0035,0.985957,False,DL/Wald/none,-0.288,0.061971,False,FE/Wald/none,0.2845,Moderate,96.36
CD013408,5,ratio,378,SPLIT,-0.5934,2.2e-05,True,FE/Wald/none,-0.4569,0.093245,False,FE/HKSJ/none,0.1365,Moderate,29.1
CD013414,15,ratio,1008,SPLIT,0.7005,0.0,True,FE/Wald/none,0.6772,0.065378,False,FE/Wald/PET-PEESE,0.0232,Narrow,68.75
CD013421,15,ratio,1008,SPLIT,-0.7248,0.0,True,FE/Wald/none,-0.271,0.16388,False,FE/Wald/PET-PEESE,0.4537,Wide,66.67
CD013425,21,ratio,1386,SPLIT,0.5383,3e-06,True,FE/Wald/PET-PEESE,0.3067,0.152841,False,FE/Wald/PET-PEESE,0.2316,Moderate,98.48
CD013429,4,ratio,315,SPLIT,0.9046,0.013887,True,FE/Wald/PET-PEESE,0.7697,0.114191,False,FE/Wald/PET-PEESE,0.1349,Moderate,71.11
CD013445,39,ratio,2520,SPLIT,0.0965,0.0,True,FE/Wald/none,0.0577,0.062087,False,REML/HKSJ/trim-and-fill,0.0388,Narrow,66.63
CD013456,12,ratio,819,SPLIT,0.4679,1.7e-05,True,FE/Wald/trim-and-fill,0.3195,0.055211,False,FE/HKSJ/none,0.1485,Moderate,67.28
CD013462,17,ratio,1134,SPLIT,0.4345,0.020574,True,FE/Wald/none,0.4345,0.129356,False,FE/HKSJ/none,0.0,Narrow,55.91
CD013474,6,ratio,441,UNANIMOUS_NULL,-0.001,0.994239,False,HS/Wald/trim-and-fill,0.1431,0.06272,False,FE/Wald/trim-and-fill,0.1441,Moderate,38.1
CD013476,3,ratio,252,UNANIMOUS_NULL,1.0029,0.362062,False,FE/Wald/none,8.3735,0.354815,False,FE/Wald/PET-PEESE,7.3707,Extreme,100.0
CD013508,4,ratio,315,UNANIMOUS_NULL,0.0247,0.955047,False,HE/Wald/none,0.453,0.079817,False,FE/Wald/none,0.4283,Wide,93.33
CD013539,29,ratio,1890,UNANIMOUS_NULL,0.0,0.999605,False,HS/Wald/trim-and-fill,0.1071,0.294542,False,FE/Wald/PET-PEESE,0.107,Moderate,85.87
CD013541,8,ratio,567,UNANIMOUS_NULL,-0.03,0.898993,False,FE/Wald/none,-0.6702,0.185053,False,FE/Wald/PET-PEESE,0.6402,Extreme,100.0
CD013561,5,ratio,378,SPLIT,0.7281,0.01125,True,FE/Wald/PET-PEESE,0.3506,0.147129,False,FE/HKSJ/trim-and-fill,0.3776,Wide,88.36
CD013571,4,ratio,315,SPLIT,0.4223,1.2e-05,True,FE/Wald/none,0.3439,0.114589,False,FE/Wald/PET-PEESE,0.0784,Narrow,34.6
CD013590,5,ratio,378,UNANIMOUS_NULL,0.0206,0.977179,False,FE/Wald/PET-PEESE,0.987,0.051009,False,FE/Wald/none,0.9664,Extreme,77.78
CD013591,13,difference,882,SPLIT,1.8852,0.0,True,FE/Wald/none,2.0595,0.255172,False,FE/HKSJ/none,0.1743,Narrow,56.46
CD013595,3,ratio,252,SPLIT,-0.3394,4e-06,True,FE/Wald/trim-and-fill,-0.3394,0.139889,False,FE/HKSJ/none,0.0,Narrow,41.67
CD013613,3,ratio,252,UNANIMOUS_NULL,-0.032,0.773178,False,FE/Wald/none,-0.1175,0.054627,False,FE/Wald/PET-PEESE,0.0855,Narrow,75.0
CD013614,15,ratio,1008,UNANIMOUS_SIGNIFICANT,0.9062,0.0,True,FE/Wald/none,0.7218,4.5e-05,True,FE/Wald/PET-PEESE,0.1844,Moderate,100.0
CD013631,3,ratio,252,UNANIMOUS_NULL,0.2321,0.468083,False,FE/Wald/none,-0.692,0.079755,False,FE/Wald/PET-PEESE,0.9241,Extreme,91.67
CD013643,6,ratio,441,SPLIT,1.3388,0.0,True,FE/Wald/none,2.5029,0.058446,False,FE/Wald/PET-PEESE,1.1641,Extreme,46.94
CD013672,7,ratio,504,SPLIT,0.1799,0.001909,True,FE/Wald/none,0.1799,0.109231,False,FE/HKSJ/none,0.0,Narrow,66.87
CD013715,7,ratio,504,SPLIT,0.6502,1.1e-05,True,FE/Wald/none,0.371,0.06706,False,FE/HKSJ/none,0.2791,Moderate,33.73
CD013719,4,ratio,315,SPLIT,0.7782,0.0,True,FE/Wald/none,0.7782,0.073617,False,FE/HKSJ/none,0.0,Narrow,24.13
CD013726,12,ratio,819,SPLIT,-0.4037,0.00504,True,FE/Wald/trim-and-fill,-0.4037,0.147506,False,FE/HKSJ/trim-and-fill,0.0,Narrow,92.43
CD013745,3,ratio,252,SPLIT,0.5226,0.018778,True,FE/Wald/PET-PEESE,0.5183,0.084713,False,FE/HKSJ/none,0.0043,Narrow,36.11
CD013748,8,ratio,567,SPLIT,-0.3461,0.008459,True,FE/Wald/trim-and-fill,-0.2944,0.053268,False,FE/HKSJ/trim-and-fill,0.0517,Narrow,24.69
CD013757,6,ratio,441,SPLIT,-0.6845,0.006775,True,FE/Wald/PET-PEESE,-0.771,0.053261,False,FE/HKSJ/none,0.0865,Narrow,33.79
CD013758,4,ratio,315,UNANIMOUS_NULL,-0.0295,0.951942,False,HS/Wald/none,0.05,0.310294,False,FE/Wald/PET-PEESE,0.0795,Narrow,89.52
CD013763,21,ratio,1386,SPLIT,-0.806,0.0,True,FE/Wald/none,-0.1958,0.449603,False,FE/Wald/PET-PEESE,0.6102,Extreme,66.67
CD013764,4,ratio,315,UNANIMOUS_NULL,0.0003,0.951992,False,FE/Wald/trim-and-fill,-0.002,0.236081,False,FE/Wald/PET-PEESE,0.0023,Narrow,60.0
CD013773,7,ratio,504,SPLIT,-0.2392,0.004937,True,FE/Wald/PET-PEESE,-0.1761,0.061244,False,FE/HKSJ/none,0.0631,Narrow,65.28
CD013774,3,ratio,252,SPLIT,-0.7183,0.0,True,FE/Wald/none,-0.7183,0.25067,False,FE/HKSJ/none,0.0,Narrow,28.57
CD013781,14,ratio,945,SPLIT,-0.6288,0.000799,True,FE/Wald/none,-0.3501,0.059638,False,FE/HKSJ/trim-and-fill,0.2787,Moderate,55.45
CD013789,38,difference,2457,SPLIT,-0.2259,0.019205,True,PM/Wald/trim-and-fill,-0.1701,0.065873,False,DL/HKSJ/trim-and-fill,0.0558,Narrow,87.42
CD013800,48,ratio,3087,SPLIT,-0.1287,0.0,True,FE/Wald/none,0.1185,0.0,False,FE/Wald/trim-and-fill,0.2472,Moderate,62.55
CD013816,4,ratio,315,SPLIT,-27.8732,0.047229,True,FE/Wald/PET-PEESE,-39.7661,0.311867,False,FE/Wald/PET-PEESE,11.8929,Extreme,60.0
